sku;nome;prezzo_eur;disponibilita;categoria_principale;tutte_le_categorie;brand;descrizione_completa;specifiche;url_prodotto;immagini;numero_immagini
acrigel-pastel-glitter-collection-04;Acrigel Pastel Glitter Collection 04 - Costruttore Acrigel;23.92;InStock;acrygel/soft-acrigel;acrygel | smalti-e-gel-hema-free | saldi-al-50-e-piu | acrygel/soft-acrigel;HDNails;"ACRIGEL PASTEL GLITTER COLLECTION 04
Questo acrigel unisce delicatezza e personalità in un unico prodotto. Un giallo tenue e raffinato, arricchito da glitter finissimi che donano luce e femminilità alla struttura, perfetto per creare unghie eleganti, moderne e sempre in tendenza.

💎 Performance professionale, lavorabilità impeccabile.
La formula innovativa HEMA Free è sicura e delicata anche per le pelli più sensibili.
La sua texture morbida, non appiccicosa garantisce una stesura facile e precisa, riducendo i tempi di lavoro e facilitando la modellatura anche nelle forme più complesse.

🔧 Ideale per:

Refill veloci e puliti

Ricostruzioni resistenti

Baby Boomer in struttura colorati

Tecniche con nail form e dual form

🔒 Consigliato di applicare sotto la Base Fiber per una adesione ottimale e una tenuta estrema anche su unghie problematiche.
⚡ Polimerizza in 120 secondi in lampada LED .

✨ Vantaggi principali:

Colore giallo pastello glitterato luminoso

Formula HEMA Free, delicata sulla pelle

Zero colature, non si muove durante la lavorazione,ma si autolivella

Ottima stabilità della struttura

Perfetto anche per chi cerca un risultato sottile ma resistente

💅 Scopri il piacere di lavorare con un prodotto che valorizza la tua tecnica e conquista le clienti al primo sguardo.";;https://www.hdnails.it/acrigel-pastel-glitter-collection-04-costruttore-acrigel;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960aeeca595b.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960aeece321f_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960aeed319c5_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960aeed6d996_1.jpg;4
acrigel-pastel-collection-03;Acrigel Pastel Collection 03 - Costruttore Acrigel;23.92;InStock;acrygel/soft-acrigel;acrygel | smalti-e-gel-hema-free | saldi-al-50-e-piu | acrygel/soft-acrigel;HDNails;"Acrigel Pastel Collection 03

🌿 Freschezza, eleganza e luce.
L’Acrigel Verde Glitterato HD Nails® è la scelta perfetta per chi ama distinguersi con uno stile originale ma raffinato. Un verde delicato arricchito da glitter sottilissimi che donano luminosità e profondità alla struttura, ideale per creare look eleganti, primaverili o di forte impatto artistico.

💎 Formula avanzata per performance professionali.
Completamente HEMA Free , è sicuro anche per le pelli più sensibili. La texture morbida, non appiccicosa e facilmente modellabile consente una stesura precisa , anche nei lavori più tecnici, riducendo i tempi e garantendo risultati impeccabili.

🔧 Perfetto per:

Refill rapidi e duraturi

Ricostruzioni sottili ma resistenti

Baby Boomer in struttura colorata

Utilizzo con nail form e dual form

🔒 Consigliato applicare sotto la Base Fiber per ottenere un’ aderenza ottimale e una tenuta a lunga durata anche nei casi più difficili.
⚡ Polimerizza in 120 secondi in lampada LED .

✨ Caratteristiche principali:

Colore verde glitterato brillante e moderno

Formula HEMA Free, delicata e sicura

Non cola, non si muove,ma si autolivella: perfetto controllo durante la lavorazione

Facile da limare, stabile nella struttura

Ideale per lavori artistici e tecnici

💅 Scegli l’eccellenza HD Nails® e porta nel tuo salone un prodotto che fa la differenza ad ogni applicazione.";;https://www.hdnails.it/acrigel-pastel-collection-03-costruttore-acrigel;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af05e20f0.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af062bf18_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af0670d90_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af06a4fc4_1.jpg;4
acrigel-pastel-collection-05;Acrigel Pastel Collection 05 - Costruttore Acrigel;23.92;InStock;acrygel/soft-acrigel;acrygel | smalti-e-gel-hema-free | saldi-al-50-e-piu | acrygel/soft-acrigel;HDNails;"Acrigel Pastel Collection 05
🌸 Femminilità e luce in perfetto equilibrio.
L’Acrigel Rosa Glitterato HD Nails® è la scelta ideale per chi ama uno stile romantico ma d’impatto. Un rosa delicato ma brillante, arricchito da glitter finissimi che donano luminosità e un effetto scintillante alla struttura. Perfetto per unghie raffinate, moderne e dal finish elegante.

💎 Formula avanzata, risultato impeccabile.
Totalmente HEMA Free , è sicuro anche per le pelli più sensibili. La sua texture morbida,  non appiccicosa rende la stesura facile, veloce e precisa, anche nelle forme più elaborate.
Perfetto per chi desidera ottimizzare i tempi senza rinunciare alla qualità.

🔧 Ideale per:

Refill rapidi e resistenti

Ricostruzioni Sottili e resistenti

Baby Boomer in struttura colorati

Utilizzo con nail form e dual form

🔒 Consigliato applicare sotto la Base Fiber per una aderenza eccezionale e una tenuta duratura anche su unghie problematiche.
⚡ Polimerizza in 120 secondi in lampada LED.

✨ Caratteristiche principali:

Rosa glitterato intenso e brillante

Formula HEMA Free, delicata e professionale

Non cola, non si muove ma si autolivella: massimo controllo durante la lavorazione

Facile da limare e da modellare

Ideale per lavori tecnici e nail art romantiche

💅 Con l’Acrigel Rosa Glitterato HD Nails®, ogni ricostruzione diventa un capolavoro: facile da usare, bellissimo da vedere, irresistibile per le tue clienti.";;https://www.hdnails.it/acrigel-pastel-collection-05-costruttore-acrigel;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af1d8b628.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af1dced82_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af1e19644_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af1e51040_1.jpg;4
acrigel-pastel-collection-06;Acrigel Pastel Collection 06 - Costruttore Acrigel;23.92;InStock;acrygel/soft-acrigel;acrygel | smalti-e-gel-hema-free | saldi-al-50-e-piu | acrygel/soft-acrigel;HDNails;"Acrigel Pastel Collection 06
💜 Delicatezza e magia in un solo prodotto.
L’Acrigel Lilla Glitterato HD Nails® è la scelta perfetta per chi desidera un look romantico ma deciso. Un lilla raffinato, arricchito da glitter luminosi che regalano profondità e luce alla struttura, perfetto per creare unghie eleganti, sognanti e sempre alla moda.

💎 Qualità professionale con una lavorabilità impeccabile.
La sua formula HEMA Free è delicata anche sulle pelli più sensibili.
La texture è morbida,non appiccicosa , pensata per facilitare la stesura, migliorare il controllo e velocizzare i tempi di lavorazione, anche nelle forme più complesse.

🔧 Ideale per:

Refill rapidi e duraturi

Ricostruzioni resistenti

Baby Boomer in struttura colorata

Applicazioni con nail form e dual form

🔒 Per una massima aderenza , consigliamo di applicare sotto la Base Fiber , così da garantire una tenuta eccellente anche sulle unghie più difficili.
⚡ Polimerizza in 120 secondi in lampada LED .

✨ Caratteristiche principali:

Colore lilla glitterato brillante e raffinato

Formula HEMA Free, sicura e delicata

Non cola e non si muove: perfetto anche nei lavori di precisione

Stabile, facile da limare, ottima resa estetica

Indicato sia per lavori tecnici che per nail art sofisticate

💅 Porta nei tuoi lavori l’eccellenza HD Nails®: un acrigel che esalta la tua tecnica e conquista ogni cliente al primo sguardo.";;https://www.hdnails.it/acrigel-pastel-collection-06-costruttore-acrigel;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af388ec68.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af38cdd26_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af3916ef0_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af394d1ca_1.jpg;4
acrigel-pastel-collection-01;Acrigel Pastel Collection 01 - Costruttore Acrigel;23.92;InStock;acrygel/soft-acrigel;acrygel | smalti-e-gel-hema-free | saldi-al-50-e-piu | acrygel/soft-acrigel;HDNails;"Acrigel Pastel Collection 01
💖 Carisma, energia e brillantezza.
L’Acrigel Fucsia Glitterato HD Nails® è pensato per chi vuole stupire con unghie vivaci, femminili e luminose. Il suo colore fucsia acceso, impreziosito da glitter fini , crea una struttura scenografica e moderna, ideale per clienti che vogliono un look deciso e glamour.

💎 Tecnologia al servizio della tua creatività.
La formula è HEMA Free , perfetta anche per le pelli più sensibili. La texture morbida,  non appiccicosa rende la lavorazione semplice e veloce, anche nelle strutture più complesse, offrendo massimo controllo e precisione .

🔧 Perfetto per:

Refill rapidi e definiti

Ricostruzioni resistenti ma sottili

Baby Boomer in struttura colorata

Utilizzo con nail form e dual form

🔒 Consigliato sotto la Base Fiber per un’ aderenza ottimale e una tenuta impeccabile anche nei casi più difficili.
⚡ Polimerizza in 120 secondi in lampada LED .

✨ Caratteristiche principali:

Fucsia glitterato vibrante e femminile

Formula HEMA Free, sicura e delicata

Zero colature, lavorazione stabile e controllata

Facile da limare, ottima resa estetica

Perfetto per look energici, brillanti e sofisticati

💅 Con l’Acrigel Fucsia Glitterato HD Nails®, ogni struttura diventa una dichiarazione di stile. Stupisci le tue clienti con un risultato professionale che unisce colore, luce e perfezione.";;https://www.hdnails.it/acrigel-pastel-collection-01-costruttore-acrigel;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af5399ccb.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af53de4ae_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af5427a9d_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af5460704_1.jpg;4
acrigel-pastel-collection-02;Acrigel Pastel Collection 02 - Costruttore Acrigel;23.92;InStock;acrygel/soft-acrigel;acrygel | smalti-e-gel-hema-free | saldi-al-50-e-piu | acrygel/soft-acrigel;HDNails;"Acrigel Pastel Collection 02
💙 Freschezza, eleganza e luce cristallina.
L’Acrigel Azzurro Glitterato HD Nails® è pensato per chi ama tonalità delicate ma d’impatto. Un azzurro cielo elegante e luminoso, arricchito da glitter sottilissimi che riflettono la luce in modo sofisticato, perfetto per look estivi, romantici o creativi.

💎 Tecnologia avanzata per unghie da sogno.
La formula HEMA Free lo rende adatto anche alle pelli più sensibili, offrendo sicurezza senza compromessi. La texture è morbida,  non appiccicosa , per una stesura fluida e precisa, anche nelle forme più complesse.

🔧 Ideale per:

Refill veloci e duraturi

Ricostruzioni stabili e sottili

Baby Boomer in struttura colorata

Applicazioni con nail form e dual form

🔒 Per un’ aderenza perfetta , si consiglia di applicare sotto la Base Fiber , ideale anche per le unghie più problematiche.
⚡ Polimerizza in 120 secondi in lampada LED .

✨ Caratteristiche principali:

Azzurro glitterato chiaro, fresco e brillante

Formula HEMA Free, delicata e professionale

Non cola, facile da lavorare anche in condizioni estreme

Ottima stabilità strutturale e facilità di limatura

Ideale per unghie raffinate, creative e sempre in trend

💅 Scegli l’Acrigel Azzurro Glitterato HD Nails® e trasforma ogni ricostruzione in un’opera d’arte: colore, luce e performance in un solo prodotto.";;https://www.hdnails.it/acrigel-pastel-collection-02-costruttore-acrigel;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af6dde82b.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af6e2a0ac_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af6e7079c_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af6ead290_1.jpg;4
glass-top-28;Glass Top 28 - Top Coat Semipermanente;15.9;InStock;lucido-finale/lucidi-glass-colorati;lucidi-top-gloss | smalti-e-gel-hema-free | lucido-finale/lucidi-glass-colorati;HDNails;"✨ Glass Top 28 ✨

!!HEMA FREE!!
Un top coat senza dispersione dal finish ultra-luminoso arricchito da una sfumatura azzurro, perfetto per esaltare ogni dettaglio delle tue nail art.

Ideale per creare effetti con polveri cromate, pigmenti specchiati o Cat Eye, donando profondità e brillantezza con un sofisticato effetto vetro colorato.
Perfetto sopra decorazioni artistiche.
Non crea spessore e garantisce una brillantezza estrema a lunga durata.

💎 Per un finish professionale, elegante e ricercato, con un tocco di colore in più.

Polimerizza in 60 secondi in Lampada led.";;https://www.hdnails.it/glass-top-28-top-coat-semipermanente;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af8792eaf.png;1
glass-top-26;Glass Top 26 - Top Coat Semipermanente;7.95;InStock;lucido-finale/lucidi-glass-colorati;lucidi-top-gloss | smalti-e-gel-hema-free | saldi-al-50-e-piu | lucido-finale/lucidi-glass-colorati;HDNails;"✨ Glass Top 26 ✨
!!HEMA FREE!! Un top coat senza dispersione dal finish ultra-luminoso arricchito da una sfumatura viola, perfetto per esaltare ogni dettaglio delle tue nail art.
Ideale per creare effetti con polveri cromate, pigmenti specchiati o Cat Eye, donando profondità e brillantezza con un sofisticato effetto vetro colorato. Perfetto sopra decorazioni artistiche. Non crea spessore e garantisce una brillantezza estrema a lunga durata. 💎 Per un finish professionale, elegante e ricercato, con un tocco di colore in più. Polimerizza in 60 secondi in Lampada led.";;https://www.hdnails.it/glass-top-26-top-coat-semipermanente;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960af9a5f9d2.png;1
glass-top-22;Glass Top 22 - Top Coat Semipermanente;15.9;OutOfStock;lucido-finale/lucidi-glass-colorati;lucidi-top-gloss | smalti-e-gel-hema-free | lucido-finale/lucidi-glass-colorati;HDNails;"✨ Glass Top 22 ✨
!!HEMA FREE!!
Un top coat senza dispersione dal finish ultra-luminoso arricchito da una sfumatura rossa scura, perfetto per esaltare ogni dettaglio delle tue nail art.
Ideale per creare effetti con polveri cromate, pigmenti specchiati o Cat Eye, donando profondità e brillantezza con un sofisticato effetto vetro colorato. Perfetto sopra decorazioni artistiche. Non crea spessore e garantisce una brillantezza estrema a lunga durata. 💎 Per un finish professionale, elegante e ricercato, con un tocco di colore in più. Polimerizza in 60 secondi in Lampada led.";;https://www.hdnails.it/glass-top-22-top-coat-semipermanente;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960afaf0541e.png;1
silky-touch-bianco-latte;Silky Touch Bianco Latte - Spray Idratante;12.9;InStock;trattamento-mani/spray-idratanti;trattamento-mani | trattamento-mani/spray-idratanti;HDNails;"SILKY TOUCH

Una nuvola di benessere che avvolge la tua pelle in un istante. Questo spray rigenerante è la coccola quotidiana che mani, unghie e corpo stavano aspettando. Arricchito con acido ialuronico e cheratina, ha un’azione ristrutturante e rinforzante, ideale per cuticole secche e pelle disidratata, e una buonissima profumazione simile al famoso profumo Bianco Latte.

La sua formula a rapido assorbimento regala un’immediata sensazione di freschezza, lasciando la pelle morbida, luminosa e vellutata, senza ungere. Perfetto da usare alla fine del trattamento o da consigliare alle tue clienti per un rituale di bellezza completo, anche a casa.

✨ Un gesto semplice, un risultato visibile.
Una vera coccola per te e per chi si affida alle tue mani.";;https://www.hdnails.it/silky-touch-bianco-latte-spray-idratante;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960afc2f39e8.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/h/q/hqdefault_3_4.jpg;2
fiber-base-hema-free;Fiber Base Hema Free - Base con fibre di vetro;18.9;InStock;base-gel-semipermanente;best-seller | base-gel-semipermanente | smalti-e-gel-hema-free;HDNails;"FIBER BASE HEMA FREE

Base rinforzante con Fibre di Vetro

HEMA & TPO FREE
Una base innovativa, pensata per unghie fragili, sottili o danneggiate. Grazie alla presenza di fibre di vetro , offre una struttura resistente e flessibile , rinforzando l’unghia naturale senza creare spessore.
La sua formula avanzata garantisce aderenza perfetta sia con gel che con semipermanente, prevenendo sollevamenti e distacchi.

Polimerizza in 60 secondi in lampada LED.
Priva di HEMA e TPO , è ideale anche per clienti con elevata sensibilità o soggetti allergici.

✅ Perfetta per basi sottili ma resistenti
✅ Ideale per unghie problematiche
✅ Autolivellante, facile da lavorare
✅ Trasparente e versatile

La scelta ideale per una manicure duratura e sicura.";;https://www.hdnails.it/fiber-base-hema-free-base-con-fibre-di-vetro;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/f/i/fiber_.jpg;1
crystal-gloss-hema-free;Crystal Gloss Hema Free - Top Coat Semipermanente;18.9;InStock;lucido-finale/lucidi-classici;lucidi-top-gloss | best-seller | smalti-e-gel-hema-free | lucido-finale/lucidi-classici;HDNails;"Crystal Gloss HEMA & TPO FREE
Scopri Crystal Gloss , il lucido finale super cristallino che esalta ogni colore con un effetto vetro impeccabile.
La sua formula professionale garantisce una brillantezza estrema , zero ingiallimento e una resistenza eccezionale a urti, graffi e agenti esterni.

💎 Effetto specchio luminosissimo
🛡️ Protezione a lunga durata
✨ Non altera i colori sottostanti
🌿 Senza HEMA e TPO – ideale anche per clienti sensibili

Autolivellante, senza dispersione , si applica con facilità e sigilla perfettamente gel, semipermanenti e nail art.
Polimerizza in 60 secondi in lampada LED.

👉 Il tocco finale perfetto per una manicure professionale, brillante e resistente nel tempo.";;https://www.hdnails.it/crystal-gloss-hema-free-top-coat-semipermanente;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/c/r/crystal.jpg;1
gelac-flexy-base-hema-free;Gelac Flexy Base Hema free;18.9;InStock;base-gel-semipermanente;best-seller | base-gel-semipermanente | smalti-e-gel-hema-free;HDNails;"Gelac Flexy Base Hema free

Una base flessibile, formulata per garantire massima aderenza e protezione dell’unghia naturale , soprattutto prima dell’applicazione di materiali rigidi come gel o acrygel.

Priva di HEMA e TPO , è ideale anche per clienti sensibili o soggetti allergici.

💅 Perfetta per qualsiasi tipo di unghia – da quelle fragili e sottili a quelle normali o più robuste
🛡 Effetto elastico che si adatta al movimento naturale dell’unghia
🔒 Aderenza impeccabile per garantire una struttura duratura
✨ Autolivellante, facile da applicare, non crea spessore
⏱ Polimerizza in 60 secondi in lampada LED

Ideale come primo strato di protezione prima di materiali strutturali.
Il segreto per una manicure resistente, sicura e impeccabile.";;https://www.hdnails.it/gelac-flexy-base-hema-free;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/f/l/flexy.jpg;1
pennello-acrygel-con-spatola;Pennello Acrygel con Spatola;18.9;InStock;attrezzature/pennelli-attrezzature/pennelli-gel-pennelli-attrezzature;attrezzature | attrezzature/pennelli-attrezzature | attrezzature/pennelli-attrezzature/pennelli-gel-pennelli-attrezzature;HDNails;"Pennello Acrygel con Spatola

Questo pennello doppio è lo strumento ideale per l’applicazione professionale dell' Acrigel. Da un lato trovi una punta in setole di altissima qualità , sottili, compatte e perfettamente sagomate per garantire massima precisione e controllo . Il pennello acrygel con spatolaLa ha la punta assottigliata che  consente di lavorare con facilità anche nelle zone più difficili , come il giro cuticola, senza sbavature o eccessi di prodotto.

Dall’altro lato è dotato di una spatola elegante e funzionale , pensata per prelevare, dosare e posizionare il prodotto con estrema facilità.

🔸 Setole di qualità superiore : resistenti e flessibili, per una semplice applciazione.
🔸 Design doppio : pennello + spatola per un lavoro veloce e precisoi
🔸 Manico ergonomico : comodo da impugnare, garantisce stabilità durante l’utilizzo

Lunghezza setola 12mm , larghezza 6 mm dalla base, 5 mm in punta

Come prendersene cura del Pennello Acrygel con Spatola:
Per mantenere le setole perfette nel tempo, passa delicatamente un po’ di olio per cuticole sulla punta dopo l’uso e tampona con carta asciutta prima di rimettere il tappo.
⚠️ Attenzione nella chiusura : chiudi sempre con delicatezza per evitare di rovinare la punta.";;https://www.hdnails.it/pennello-acrygel-con-spatola;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b00d8ac7f_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b00dcdba2_1.jpg;2
acrigel-ultra-glass;Acrigel Ultra Glass - Costruttore Acrigel;17.52;InStock;acrygel/soft-acrigel;acrygel | saldi-al-50-e-piu | acrygel/soft-acrigel | limited-edition;HDNails;"Acrigel Ultra Glass

Scopri il nostro Acrigel Ultra Glass, un prodotto rivoluzionario dalla consistenza ultracristallina. La sua formulazione contiene una percentuale di gel più alta rispetto agli altri acrigel della linea, ed è proprio questo a conferirgli quella trasparenza assoluta e quell'effetto glass che lo rende unico.

Perfetto per:

Riempimento del french muretto

Effetti sottovetro estremamente nitidi

Strutture trasparenti e resistenti con un'estetica impeccabile

Questo acrigel garantisce un livello di brillantezza superiore, rendendolo ideale per lavori di precisione e design sofisticati.

💡 Consiglio dell'esperta: per ottenere il massimo da questo prodotto, lavoralo con il Liquido per Acrigel insieme al Pennello Silicone . La percentuale di gel più alta può renderlo leggermente appiccicoso sul pennello tradizionale, mentre il pennello in silicone ti permette di posizionare e modellare il prodotto con movimenti fluidi e controllati, senza che si attacchi. Il risultato? Una stesura precisa e senza stress.

🔹 Polimerizzazione: 60 secondi in lampada UV/LED 🔹 Autolivellante: sì, ma rimane perfettamente controllabile durante la lavorazione

Con Acrigel Ultra Glass, ogni struttura diventa un capolavoro di trasparenza e precisione. Un must-have per ogni onicotecnica professionista.";;https://www.hdnails.it/acrigel-ultra-glass-costruttore-acrigel;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b0114933d.png;1
dual-form-4-forme-siliconi;Dual Form 4 Forme + Siliconi;15.99;InStock;dual-form-tip/dual-form;best-seller | dual-form-and-tip | dual-form-tip/dual-form;HDNails;"Dual Form 4 Forme + Siliconi 0 MM : ZERO SPESSORE DAL GIRO CUTICOLA

Scopri la box Hd Nails per la ricostruzione con Dual Form , progettata per adattarsi perfettamente a ogni tipo di unghia, anche le più larghe!
All’interno troverai 4 forme professionali e 4 tipologie di silicone per muretto , per un totale di 332 pezzi in varie misure.

🔹 Forme incluse :

Square

Stiletto

Mandorla Russa

Mandorla Russa No Apex (ideale per forme ultraslim )

✨ Con queste 4 forme base puoi creare facilmente anche ballerina, mandorla moderna e molte altre varianti, per un lavoro tecnico e artistico sempre perfetto.

💎 Caratteristiche principali :

Varie misure per ogni forma, incluse le XL per unghie larghe

Adattabili anche alle unghie più larghe

Ultra sottili : zero gradino, perfette per un risultato naturale

Trasparenti : visibilità perfetta durante la polimerizzazione

Ideali per lavori precisi e rapidi con risultato da salone top

Perfetta per onicotecniche che vogliono velocizzare i tempi senza rinunciare alla precisione e alla qualità. Una box completa, intelligente e versatile, pensata per accompagnarti in ogni stile e tecnica.";;https://www.hdnails.it/dual-form-4-forme-siliconi;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/d/u/dual_form_miste.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b0263bb9f.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b02687c74_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/h/q/hqdefault_4_28.jpg;4
base-disegno-matt;Base Disegno Matt;15.9;InStock;attrezzature/strumenti-attrezzature/accessori-vari;nail-art-e-decorazioni | attrezzature | smalti-e-gel-hema-free | nail-art-e-decorazioni/art-gel-nail-art-e-decorazioni | nail-art-e-decorazioni/gel-paint-nail-art-e-decorazioni | nail-art-e-decorazioni/penne-nail-art | attrezzature/strumenti-attrezzature | attrezzature/strumenti-attrezzature/accessori-vari;HDNails;"Base Disegno Matt
La rivoluzione della Nail Art è qui!
La Base per Disegnare Matt di HD Nails è il prodotto innovativo che trasforma ogni unghia in un vero e proprio foglio bianco da decorare. La sua speciale texture opaca ti permette di disegnare con matite, pennarelli, acquarelli e qualsiasi strumento artistico , come se stessi creando su carta.

🌟 Come si usa?

Applica uno strato sottile sopra gel o colore semipermanente.

Polimerizza per 60 o 120 secondi , in base alla lampada.

Sgrassa accuratamente.

Dai sfogo alla tua creatività: disegna liberamente sullo strato opaco.

Quando la tua opera d’arte è pronta, sigilla con Crystal Gloss per un finish duraturo e brillante.

🎨 Ideale per chi ama la precisione, per chi sogna nail art delicate e artistiche, e per chi vuole semplificare la decorazione delle unghie senza rinunciare all’effetto WOW.
✨ Con la Base Matt, ogni unghia è una tela.";;https://www.hdnails.it/base-disegno-matt;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b044d8e4c.png;1
pennello-liner-1-liner-2;Pennello Double Liner;15.9;InStock;attrezzature/pennelli-attrezzature/pennelli-nail-art-pennelli-attrezzature;attrezzature | attrezzature/pennelli-attrezzature | attrezzature/pennelli-attrezzature/pennelli-nail-art-pennelli-attrezzature;HDNails;"Pennello Double Liner - liner 1, liner 2
Il pennello liner professionale HD Nails è lo strumento perfetto per le onicotecniche che desiderano massima precisione e versatilità in un solo accessorio .

🔸 Doppia punta con setole di diverse lunghezze :

Lato 1: 7 mm – ideale per tratti corti , righe sottili , contorni e dettagli di precisione

Lato 2: 10 mm – perfetto per creare linee fluenti , French allungati e decorazioni complesse

💎 Design elegante con corpo centrale impreziosito da cristalli ""HD Nails""
✨ Impugnatura ergonomica e bilanciata in metallo
🖌️ Setole ultrasottili in fibra sintetica per un’applicazione fluida e controllata

Un pennello due in uno, pensato per chi ama la perfezione nei dettagli .";;https://www.hdnails.it/pennello-double-liner;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b056d1fd9_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b0571967b_1.jpg;2
